100,1.36581,1.03542
111,1.32548,0.93823
123,1.08968,0.85944
136,1.27666,0.916408
150,1.24977,0.860609
165,1.27714,1.06181
182,1.12888,0.966185
201,1.33079,1.02059
222,1.19665,0.90009
245,1.19869,0.886633
270,1.19673,1.07181
297,1.20822,0.96818
327,1.29874,1.00737
360,1.14877,0.938276
397,1.18893,0.965118
437,1.14662,1.00027
481,1.33524,0.988805
530,1.25045,0.957482
583,1.18835,0.878117
642,1.17459,1.03662
707,1.1371,1.00953
778,1.29474,1.00799
856,1.15636,0.996872
942,1.15706,0.913931
1037,1.21911,1.03549
1141,1.17969,0.964867
1256,1.28364,0.968436
1382,1.29011,0.799775
1521,1.15298,0.865658
1674,1.1984,1.03179
1842,1.21093,0.799738
2027,1.28024,0.946423
2230,1.15559,0.95144
2453,1.21386,1.01535
2699,1.14713,1.00525
2969,1.3817,0.972451
3266,1.16206,0.978659
3593,1.15765,0.831402
3953,1.16261,1.11276
4349,1.06541,0.957398
4784,1.34606,0.978433
5263,1.21621,0.944973
5790,1.10272,0.884474
6370,1.18915,1.0894
7008,1.12028,0.944739
7709,1.29407,0.960633
8480,1.17668,0.886702
9328,1.16194,0.977898
10261,1.08541,1.04657
11288,1.30345,0.998522
12417,1.20348,0.937915
13659,1.22458,0.846607
15025,1.29399,1.06712
16528,1.06931,0.993385
18181,1.3334,0.930947
20000,1.21571,0.931199
22000,1.18251,0.928262
24201,1.31401,1.0854
26622,1.06231,1.05558
29285,1.20279,1.11694
32214,1.20758,0.918157
35436,1.44374,0.841102
38980,1.48737,1.03882
42878,1.70444,1.04107
47166,1.83519,0.814027
51883,1.84195,0.973007
57072,1.78766,1.05367
62780,2.08937,1.13404
69058,1.98545,0.954804
75964,2.34625,1.11487
83561,2.27552,0.955603
91918,2.33773,0.88849
101110,2.38087,1.08059
111222,2.37701,1.04356
122345,2.81191,0.934331
134580,2.8517,0.922657
148038,2.79631,0.918282
162842,2.70546,0.982202
179127,2.79077,1.05651
197040,2.97985,0.941123
216745,3.57773,0.929628
238420,3.94228,1.02987
262262,4.22611,0.943915
288489,4.64383,0.946059
317338,5.04712,1.13821
349072,5.31619,0.996179
383980,6.09391,1.02012
422379,6.61454,1.01457
464617,7.20749,0.967601
511079,7.66059,0.998598
562187,8.02407,0.942324
618406,8.48224,0.905554
680247,8.91625,0.935655
748272,9.14222,1.12838
823100,9.54057,1.03313
905411,9.61095,1.07323
995953,9.96937,0.997495
1095549,10.133,0.957468
1205104,10.3718,0.939764
1325615,10.6873,0.955438
1458177,10.7165,1.02882
1603995,10.9537,0.978054
1764395,11.0938,1.00619
1940835,11.3656,0.948079
2134919,11.4692,0.980746
2348411,11.554,0.947621
2583253,11.8106,0.990128
2841579,11.9095,0.974495
3125737,11.9439,0.928557
3438311,12.0501,1.01673
3782143,10.9121,1.00744
4160358,11.6294,0.984951
4576394,11.9056,1.00119
5034034,12.2742,0.991829
5537438,13.1159,0.946975
6091182,14.4646,0.988743
6700301,23.1566,1.02238
7370332,19.7414,1.15167
8107366,22.9714,1.19701
8918103,24.3314,1.18502
9809914,26.1482,1.16722
10790906,30.9365,1.18729
11869997,31.8213,1.17787
13056997,35.4433,1.18061
14362697,34.7116,1.21719
15798967,36.8437,1.18027
17378864,39.558,1.18856
19116751,40.745,1.1047
21028427,42.7123,1.2825
23131270,44.8211,1.20288
25444398,46.7402,1.08592
27988838,48.1988,1.20727
30787722,49.9214,1.21737
33866495,51.2676,1.21226
37253145,52.525,1.22053
40978460,53.5603,1.23169
45076306,56.0403,1.21095
49583937,55.5889,1.25573
54542331,56.1668,1.24527
59996565,57.0877,1.26436
65996222,57.7719,1.27942
72595845,58.3255,1.22602
79855430,59.3224,1.25722
87840973,59.9771,1.27094
96625071,60.6992,1.23706
106287579,61.4016,1.23082
116916337,61.9533,1.24737
128607971,63.0373,1.23595
141468769,62.5951,1.19124
155615646,62.9944,1.18279
171177211,63.465,1.23367
188294933,63.8425,1.20319
207124427,64.0707,1.21777
227836870,64.2653,1.23331
250620558,64.6903,1.20458
275682614,64.8837,1.18612
303250876,65.1163,1.21189
333575964,65.3111,1.2273
366933561,65.6011,1.20695
403626918,65.4339,1.26173
443989610,65.9361,1.1965
488388572,65.8261,1.17054
537227430,66.149,1.18111
590950173,66.1611,1.17571
650045191,66.1174,1.21847
715049711,66.1075,1.21562
786554683,66.3015,1.23157
865210152,66.4132,1.20619
951731168,66.6325,1.2234
1046904285,66.5149,1.29731
1151594714,66.6453,1.25359
1266754186,66.63,1.23893
1393429605,66.7801,1.20523
1532772566,66.6054,1.2914
1686049823,66.7474,1.2615
1854654806,66.8665,1.198
2040120287,66.7606,1.2051
2244132316,66.9706,1.24629
2468545548,67.0754,1.23242
2715400103,67.3258,1.13503
2986940114,67.0293,1.05884
3285634126,67.2855,1.16738
3614197539,67.8144,1.17841
3975617293,68.2688,1.21504
4373179023,68.6584,1.1914
4810496926,69.0018,1.18732
5291546619,69.0604,1.1725
5820701281,69.3676,1.17154
