100,1.07907,0.247356
111,0.962272,0.909932
123,1.30724,0.946142
136,1.20424,0.944319
150,1.1493,0.73628
165,1.13635,1.12636
182,1.00845,0.879622
201,1.30743,0.944172
222,1.19174,0.853052
245,1.17277,0.827739
270,1.09523,0.923125
297,1.14923,0.901006
327,1.22551,0.858615
360,1.21108,0.759579
397,1.15171,1.13775
437,1.06506,0.842788
481,1.26159,0.939648
530,1.18557,0.907529
583,1.15342,0.818115
642,1.18366,1.00077
707,1.11414,0.976531
778,1.26518,0.870834
856,1.21782,0.961918
942,1.20136,0.905887
1037,1.14149,1.02576
1141,1.29687,0.948469
1256,1.17608,0.926981
1382,1.17843,0.79272
1521,1.14896,1.04471
1674,1.02072,0.92797
1842,1.24811,1.04793
2027,1.19085,0.944247
2230,1.22983,0.826432
2453,1.1186,1.05714
2699,1.13514,0.907129
2969,1.23209,0.99558
3266,1.33798,0.959924
3593,1.11428,0.958211
3953,1.01182,0.89398
4349,1.36322,0.898222
4784,1.36447,1.01574
5263,1.55112,0.794548
5790,1.81993,1.0347
6370,1.61985,0.918693
7008,2.03079,0.917468
7709,1.94364,0.910266
8480,2.10586,0.799002
9328,2.10745,1.05818
10261,2.11841,0.866319
11288,2.45577,0.926998
12417,2.36708,1.015
13659,2.36998,0.858684
15025,2.365,0.877174
16528,2.56494,0.968962
18181,2.92241,0.782918
20000,2.92915,1.07241
22000,2.85344,0.924107
24201,2.90104,0.807527
26622,3.02385,1.05103
29285,3.40016,1.01166
32214,4.27515,0.894843
35436,4.61048,0.965117
38980,4.75699,0.883616
42878,5.25856,0.823389
47166,5.75903,1.09659
51883,6.15519,1.10196
57072,6.48977,0.89209
62780,7.09713,0.862177
69058,7.62373,0.914906
75964,8.06987,0.877799
83561,8.32293,0.883088
91918,8.56436,0.922088
101110,8.829,0.921842
111222,8.96621,0.835936
122345,9.25898,0.791805
134580,9.56089,0.892904
148038,9.75354,0.994252
162842,10.066,1.15388
179127,10.2477,1.08885
197040,10.3489,0.984245
216745,10.5969,1.06331
238420,10.5732,1.0565
262262,10.4917,0.981424
288489,10.6397,0.885057
317338,10.755,0.974488
349072,10.9428,0.906499
383980,9.46594,0.9598
422379,9.77042,0.962372
464617,10.052,0.868192
511079,10.7362,0.931379
562187,10.9349,0.942191
618406,11.7343,0.889955
680247,12.2513,0.91391
748272,13.8197,0.928717
823100,15.3636,0.953847
905411,11.4294,0.984312
995953,13.4777,0.991507
1095549,16.2729,0.950187
1205104,20.4485,0.973356
1325615,23.1928,1.16329
1458177,27.5721,1.19796
1603995,29.8525,1.15447
1764395,32.5218,1.18336
1940835,34.9691,1.24568
2134919,36.1847,1.25189
2348411,38.8824,1.16998
2583253,41.2167,1.24218
2841579,43.0833,1.20739
3125737,45.4901,1.26393
3438311,47.4122,1.19665
3782143,48.8744,1.19307
4160358,50.5571,1.39352
4576394,51.3499,1.13785
5034034,52.8691,1.26485
5537438,53.819,1.27036
6091182,54.9571,1.29524
6700301,55.5714,1.21739
7370332,56.5228,1.26794
8107366,57.149,1.26848
8918103,58.0866,1.29524
9809914,58.7861,1.27402
10790906,59.8252,1.28352
11869997,60.7163,1.22665
13056997,61.08,1.31781
14362697,61.7037,1.29255
15798967,62.3379,1.26961
17378864,62.7707,1.25889
19116751,63.3681,1.26512
21028427,63.8601,1.27119
23131270,65.8108,1.33037
25444398,65.6792,1.08526
27988838,65.6354,1.22188
30787722,66.0892,1.40865
33866495,65.9982,1.23321
37253145,66.1085,1.24045
40978460,66.29,1.01018
45076306,66.6357,1.21514
49583937,67.046,1.08476
54542331,66.5066,1.15293
59996565,66.6927,1.20867
65996222,66.9537,1.15587
72595845,66.8646,1.22737
79855430,67.8648,1.25701
87840973,67.9625,1.1217
96625071,67.7647,1.02754
106287579,68.5505,1.20786
116916337,67.9096,1.18952
128607971,68.5619,1.11114
141468769,67.6613,0.984756
155615646,67.6954,1.10074
171177211,67.526,1.10686
188294933,67.5771,1.11428
207124427,67.7243,1.11928
227836870,67.5583,1.11237
250620558,67.7512,1.11509
275682614,67.6892,1.1405
303250876,67.6517,1.11191
333575964,67.6976,1.11837
366933561,67.8963,1.1564
403626918,67.9725,1.13691
443989610,68.4642,1.16827
488388572,69.1846,1.21871
537227430,68.9601,1.19365
590950173,68.7744,1.21245
650045191,68.9608,1.20785
715049711,69.3189,1.18793
