100,1.34404,0.0664848
111,1.37878,-0.107268
123,0.989059,0.0467011
136,1.16147,0.122155
150,1.31799,0.0254948
165,1.33582,0.0365736
182,1.05405,0.0552931
201,1.23832,0.00690707
222,1.2227,-0.044097
245,1.12452,0.0224741
270,1.21074,0.105863
297,1.26307,-0.0389453
327,1.23749,0.0133039
360,1.21169,0.0612938
397,1.19005,0.124729
437,1.31465,0.0187852
481,1.23661,0.0177178
530,1.15838,0.0265224
583,1.29215,0.0372253
642,1.13191,-0.0443889
707,1.12426,0.0407957
778,1.29924,0.0743478
856,1.38175,0.0207602
942,1.0613,0.00173402
1037,1.26047,-0.0233594
1141,1.19685,-0.0174093
1256,1.11922,0.0251149
1382,1.20956,-0.0103623
1521,1.21369,-0.0263175
1674,1.15801,0.0810082
1842,1.19082,0.0568374
2027,1.22604,-0.0251219
2230,1.27337,0.0715988
2453,1.12591,0.0587051
2699,1.15488,0.0770265
2969,1.31933,0.0262036
3266,1.20781,0.0434995
3593,1.10147,0.0912537
3953,1.37599,0.0587239
4349,1.30527,0.0258233
4784,1.27044,0.00420074
5263,1.69379,0.0125063
5790,1.62896,0.0378634
6370,1.63093,0.0667121
7008,1.98641,0.0620462
7709,2.03272,-0.0212588
8480,1.97183,0.0326206
9328,2.22457,0.0448219
10261,2.1587,-0.0212085
11288,2.16701,0.0643192
12417,2.47888,0.0555632
13659,2.36514,0.0385691
15025,2.38814,0.0129184
16528,2.68584,0.00115149
18181,2.54382,0.0674032
20000,2.66666,0.0127045
22000,3.09189,0.00085131
24201,3.14352,0.0164549
26622,3.4176,0.0640014
29285,3.86817,0.0521817
32214,4.1033,0.122406
35436,4.92037,0.0718206
38980,5.61859,-0.0637421
42878,5.34181,0.0581748
47166,6.0191,0.127944
51883,6.43023,0.0604473
57072,6.76076,0.0508605
62780,7.52263,0.0346082
69058,7.65694,0.0792936
75964,8.19239,0.0256536
83561,8.63322,0.0030258
91918,8.78549,-0.0662021
101110,9.10855,0.083437
111222,9.31705,0.133868
122345,9.5605,0.18138
134580,9.91292,0.143166
148038,9.99268,0.083086
162842,10.1398,0.0544901
179127,10.3788,0.145049
197040,10.5534,0.240995
216745,10.6949,0.209548
238420,10.7969,0.102563
262262,10.9805,0.0998238
288489,11.0243,0.0321049
317338,11.1365,0.135701
349072,11.156,0.0683789
383980,11.2793,0.130047
422379,10.0671,0.165649
464617,10.1945,0.151035
511079,10.606,0.131932
562187,10.6095,0.112131
618406,10.9845,0.176309
680247,11.5345,0.144156
748272,12.7979,0.205021
823100,14.1674,0.24239
905411,16.7825,0.174657
995953,23.3214,0.164436
1095549,15.5747,0.0332291
1205104,20.739,0.0679809
1325615,26.9219,0.058619
1458177,26.6243,0.103737
1603995,27.4264,0.208605
1764395,30.1885,0.121659
1940835,33.5516,0.134958
2134919,36.3132,0.165934
2348411,38.989,0.0988098
2583253,41.2025,0.168091
2841579,43.3801,0.210214
3125737,45.347,0.248865
3438311,46.9138,0.146932
3782143,48.5504,0.146396
4160358,50.0554,0.225726
4576394,51.428,0.163201
5034034,52.7066,0.147923
5537438,53.4845,0.131226
6091182,55.6823,0.132831
6700301,55.505,0.189135
7370332,56.2742,0.170258
8107366,56.9719,0.142803
8918103,57.8019,0.190953
9809914,58.7397,0.116684
10790906,59.7924,0.142164
11869997,60.8687,0.14535
13056997,60.7626,0.131271
14362697,61.2639,0.220192
15798967,61.8207,0.172238
17378864,62.3417,0.19376
19116751,62.7176,0.250358
21028427,63.4094,0.229939
23131270,66.1008,0.195889
25444398,65.159,0.249666
27988838,66.9816,0.0465166
30787722,65.3314,0.178364
33866495,65.4066,0.114194
37253145,65.9858,0.153999
40978460,67.4225,0.129774
45076306,67.1648,0.283878
49583937,66.1519,0.151307
54542331,66.9067,0.265267
59996565,66.8172,0.186155
65996222,66.4361,0.261092
72595845,66.3376,0.224275
79855430,66.3267,0.229289
87840973,67.1337,0.254616
96625071,66.5923,0.20513
106287579,66.5953,0.201339
116916337,67.3379,0.212203
128607971,67.0917,0.221105
141468769,66.8443,0.247939
155615646,66.7554,0.218456
171177211,67.4392,0.147812
188294933,67.0558,0.176495
207124427,67.3405,0.159633
227836870,67.1586,0.127152
250620558,67.332,0.149821
275682614,67.1806,0.166464
303250876,67.3095,0.0379359
333575964,67.1998,0.123814
366933561,67.1542,0.13041
403626918,67.3328,0.112356
443989610,67.9001,0.101146
488388572,68.6126,0.138984
537227430,68.5005,0.106331
590950173,69.7612,0.142948
650045191,69.6987,0.163028
715049711,69.512,0.186369
786554683,69.7856,0.187664
865210152,70.1604,0.173262
951731168,70.3322,0.116993
1046904285,72.0266,0.124349
1151594714,73.5659,0.149612
1266754186,77.2515,0.1792
